time_s,F0_Hz,periodicity
0.02,,0.0
0.03,,0.0
0.04,,0.0
0.05,,0.0
0.06,,0.0
0.07,,0.0
0.08,,0.0
0.09,,0.0
0.1,,0.0
0.11,,0.0
0.12,,0.0
0.13,,0.0
0.14,,0.0
0.15,,0.0
0.16,,0.0
0.17,,0.0
0.18,,0.0
0.19,,0.0
0.2,,0.0
0.21,,0.0
0.22,,0.10770276493093535
0.23,,0.08586264367678446
0.24,,0.17910935215861173
0.25,,0.19257115355974336
0.26,,0.21543304601943247
0.27,,0.13214315641900137
0.28,,0.20205050592830706
0.29,,0.20606936272389592
0.3,,0.24529767074976255
0.31,,0.21001496363031202
0.32,,0.27946688822730026
0.33,,0.20883909076468055
0.34,,0.2247587966923051
0.35,,0.21217004197639577
0.36,,0.2624054555527171
0.37,,0.2012903778054574
0.38,,0.2679272944587744
0.39,,0.17484818887273137
0.4,,0.17469904221711385
0.41,,0.1696665314568324
0.42,,0.0
0.43,,0.0
0.44,,0.0
0.45,,0.0
0.46,,0.0
0.47,,0.0
0.48,,0.0
0.49,,0.0
0.5,,0.0
0.51,,0.0
0.52,,0.0
0.53,,0.0
0.54,,0.0
0.55,,0.0
0.56,,0.0
0.57,,0.0
0.58,,0.6138690621445225
0.59,,0.3374058589245291
0.6,,0.5043735206206912
0.61,235.29057218731998,0.8255879810909167
0.62,234.7985868570343,0.915827382597688
0.63,233.8211781942903,0.9321077290618218
0.64,233.57160672974473,0.9668682956910171
0.65,232.8654361372786,0.9784492233848504
0.66,231.90090626559643,0.9785824296912846
0.67,232.324633616332,0.9654751247063799
0.68,228.8060332057891,0.9439920668576929
0.69,222.69940659359244,0.9634480607955073
0.7,220.7541382738797,0.9690448882651534
0.71,227.77308493198112,0.9162262640456413
0.72,238.85902590038492,0.8861637651622339
0.73,251.27239396066807,0.7976562026091573
0.74,255.2589093447569,0.8287147271976162
0.75,258.03442019152266,0.8712665805457989
0.76,261.2782853868651,0.7878352004886244
0.77,,0.6489077349649579
0.78,271.08949395814216,0.6939606971252498
0.79,273.52229203557613,0.6953962993480807
0.8,275.94814251577714,0.742235623753811
0.81,279.9884532759567,0.7180395498995468
0.82,284.1815340257018,0.7195200402778291
0.83,,0.6408744520233085
0.84,,0.6223105568265554
0.85,,0.6313857335061525
0.86,307.08433081721,0.6626993489253252
0.87,312.5767911057716,0.7160019748942958
0.88,316.16938467868385,0.8092081999768355
0.89,320.02591167433593,0.91780509212081
0.9,324.06609581878735,0.9255109292650329
0.91,324.6287569127285,0.7750471420281947
0.92,,0.3844673500064286
0.93,,0.2531790835917523
0.94,,0.18861319776304836
0.95,,0.19212516050366155
0.96,,0.17456730470786544
0.97,,0.14877150896808003
0.98,,0.14698697196794022
0.99,,0.20406415569565836
1.0,,0.20764488875918802
1.01,,0.23955835774188222
1.02,,0.42846812372301557
1.03,289.24035153079507,0.6730117458432753
1.04,280.589521985822,0.6969304413726585
1.05,274.3590720570433,0.8015687239064646
1.06,265.1862926713038,0.9058036975082226
1.07,261.76611613391265,0.966555648371908
1.08,259.30047349659645,0.968237945746923
1.09,257.5269451152229,0.9662982468985576
1.1,254.9597301977951,0.9612992290473192
1.11,253.51357526323628,0.9780431779865584
1.12,252.42649103351908,0.9877198930233845
1.13,251.8617091722793,0.9949155454790893
1.14,251.50403045746467,0.991428032889941
1.15,251.40439278193242,0.9882707650439123
