time_s,F0_Hz,periodicity
0.02,,0.0
0.03,,0.0
0.04,,0.0
0.05,,0.0
0.06,,0.0
0.07,,0.0
0.08,,0.0
0.09,,0.0
0.1,,0.0
0.11,,0.0
0.12,,0.0
0.13,,0.0
0.14,,0.0
0.15,,0.0
0.16,,0.0
0.17,,0.0
0.18,,0.0
0.19,,0.0
0.2,,0.0
0.21,,0.0
0.22,,0.0
0.23,,0.0
0.24,,0.1641972959280019
0.25,,0.26577976776605633
0.26,,0.2372630596792503
0.27,,0.34725250761340865
0.28,,0.3015849902588583
0.29,,0.21731265980066639
0.3,,0.3015380236270399
0.31,,0.33963838951071784
0.32,,0.2563316978305455
0.33,,0.18202600524921675
0.34,,0.19426804281195725
0.35,,0.17767438219181114
0.36,,0.20436002983813836
0.37,,0.2834129741218508
0.38,,0.26693163758123706
0.39,,0.2130831251664166
0.4,,0.20552778679561004
0.41,,0.16452788443611954
0.42,,0.18769523390593307
0.43,,0.26056986612850513
0.44,,0.2574981325646349
0.45,,0.22932485110260611
0.46,,0.17165878597096718
0.47,,0.0
0.48,,0.0
0.49,,0.0
0.5,,0.0
0.51,,0.0
0.52,,0.0
0.53,,0.0
0.54,,0.0
0.55,,0.0
0.56,,0.0
0.57,,0.0
0.58,,0.0
0.59,,0.0
0.6,,0.0
0.61,,0.0
0.62,,0.0
0.63,,0.0
0.64,,0.0
0.65,,0.0
0.66,,0.0
0.67,,0.0
0.68,,0.0
0.69,,0.0
0.7,,0.0
0.71,,0.0
0.72,,0.0
0.73,,0.0
0.74,,0.0
0.75,,0.0
0.76,,0.0
0.77,,0.0
0.78,,0.0
0.79,,0.0
0.8,,0.0
0.81,,0.06066988943342524
0.82,,0.45816499598571564
0.83,,0.6133427552399678
0.84,256.619590751157,0.8105726901561805
0.85,258.3701827470635,0.8823650778645652
0.86,261.95127201027316,0.8949746540446453
0.87,266.30158392646814,0.8974034498265927
0.88,268.8722138318746,0.9250014645955175
0.89,270.8464518582961,0.9622807867787582
0.9,272.8074241437263,0.9471161085629514
0.91,275.7215788670036,0.9317714529580843
0.92,279.6455847060358,0.9481111341886013
0.93,282.66175321889784,0.9563925289935946
0.94,285.24841066754834,0.9757071281084074
0.95,285.9125459056025,0.9588139362377803
0.96,286.69813977645777,0.9490003870104491
0.97,287.86295361905326,0.9903521535215675
0.98,292.5115536339423,0.7332696218442781
0.99,301.92533368599226,0.9104599689309283
1.0,304.1238170724564,0.9374215467590918
1.01,305.1920251834177,0.949226365988788
1.02,306.18142554879455,0.9834722304880501
1.03,306.9513701372477,0.9937533888293311
1.04,306.942034232772,0.994335994807235
1.05,306.93273431830875,0.994232643158059
1.06,306.7481178213896,0.9932246629004874
1.07,307.07873605660984,0.9905399274926204
1.08,308.18673032956775,0.9912488245029031
1.09,309.52627055245387,0.9847160849226838
1.1,311.1632225998141,0.9812659261697548
1.11,311.7448819640371,0.9812415454037369
1.12,312.7883921332855,0.960944345721072
1.13,312.53622397763473,0.901729556718566
1.14,,0.5844587305766865
1.15,,0.17805542359351925
1.16,,0.23370532842310415
1.17,,0.16871526885015925
1.18,,0.18126594313671346
1.19,,0.17808418189536288
1.2,,0.19373867279855336
1.21,,0.18109208260553877
1.22,,0.17566582558665092
1.23,,0.19873427667407717
1.24,,0.31130908957385095
1.25,,0.3236008850561496
1.26,,0.517931364631246
1.27,,0.0
1.28,,0.0
